region_date,date,size_rank,region_name,latitude,longitude,list_price,sale_price,list_divided_by_sale,list_minus_sale
sacramento20200201,2020-02-01,25,"Sacramento, CA",38.5810606,-121.493895,527125.0,418750.0,79.44036044581456,108375.0
sanjose20200201,2020-02-01,34,"San Jose, CA",37.3361905,-121.890583,1128322.0,930250.0,82.44543667499171,198072.0
bakersfield20200208,2020-02-08,63,"Bakersfield, CA",35.3738712,-119.0194639,270105.0,244313.0,90.45112086040616,25792.0
ventura20200208,2020-02-08,66,"Ventura, CA",34.4458248,-119.0779359,775956.0,609225.0,78.51282804695111,166731.0
fresno20200208,2020-02-08,56,"Fresno, CA",36.7394421,-119.7848307,357826.0,289375.0,80.8703112686054,68451.0
stockton20200208,2020-02-08,77,"Stockton, CA",37.9577016,-121.2907796,463273.0,435000.0,93.89711897736323,28273.0
sandiego20200208,2020-02-08,17,"San Diego, CA",32.7174202,-117.1627728,775668.0,593688.0,76.53893160475874,181980.0
riverside20200208,2020-02-08,13,"Riverside, CA",33.9533546,-117.3961623,416251.0,385000.0,92.49227028884016,31251.0
sanfrancisco20200208,2020-02-08,11,"San Francisco, CA",37.7790262,-122.419906,898525.0,737875.0,82.12069781030021,160650.0
losangeles-longbeach-anaheim20200208,2020-02-08,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,884740.0,660813.0,74.69007844112394,223927.0
sacramento20200208,2020-02-08,25,"Sacramento, CA",38.5810606,-121.493895,528648.0,421250.0,79.68440247574947,107398.0
sanjose20200208,2020-02-08,34,"San Jose, CA",37.3361905,-121.890583,1170038.0,946125.0,80.86275830357647,223913.0
ventura20200215,2020-02-15,66,"Ventura, CA",34.4458248,-119.0779359,783299.0,598100.0,76.35653818018406,185199.0
bakersfield20200215,2020-02-15,63,"Bakersfield, CA",35.3738712,-119.0194639,270872.0,247500.0,91.37157033580436,23372.0
fresno20200215,2020-02-15,56,"Fresno, CA",36.7394421,-119.7848307,356512.0,286875.0,80.46713715106364,69637.0
stockton20200215,2020-02-15,77,"Stockton, CA",37.9577016,-121.2907796,463437.0,426125.0,91.94885173173483,37312.0
sandiego20200215,2020-02-15,17,"San Diego, CA",32.7174202,-117.1627728,779798.0,594438.0,76.2297415484523,185360.0
sanfrancisco20200215,2020-02-15,11,"San Francisco, CA",37.7790262,-122.419906,922383.0,740375.0,80.26763285966892,182008.0
losangeles-longbeach-anaheim20200215,2020-02-15,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,893708.0,664563.0,74.3601937098023,229145.0
riverside20200215,2020-02-15,13,"Riverside, CA",33.9533546,-117.3961623,418719.0,389500.0,93.02181176397536,29219.0
sacramento20200215,2020-02-15,25,"Sacramento, CA",38.5810606,-121.493895,530932.0,424000.0,79.85956770358538,106932.0
sanjose20200215,2020-02-15,34,"San Jose, CA",37.3361905,-121.890583,1195843.0,995625.0,83.25716670164897,200218.0
ventura20200222,2020-02-22,66,"Ventura, CA",34.4458248,-119.0779359,794367.0,600600.0,75.60737039680652,193767.0
bakersfield20200222,2020-02-22,63,"Bakersfield, CA",35.3738712,-119.0194639,270955.0,251250.0,92.72757468952408,19705.0
fresno20200222,2020-02-22,56,"Fresno, CA",36.7394421,-119.7848307,358602.0,288125.0,80.3467353779399,70477.0
stockton20200222,2020-02-22,77,"Stockton, CA",37.9577016,-121.2907796,463437.0,430875.0,92.97380226438544,32562.0
sandiego20200222,2020-02-22,17,"San Diego, CA",32.7174202,-117.1627728,788110.0,591750.0,75.08469629874003,196360.0
riverside20200222,2020-02-22,13,"Riverside, CA",33.9533546,-117.3961623,420987.0,389500.0,92.52067165969495,31487.0
sanfrancisco20200222,2020-02-22,11,"San Francisco, CA",37.7790262,-122.419906,932609.0,751000.0,80.52678024767079,181609.0
losangeles-longbeach-anaheim20200222,2020-02-22,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,904213.0,671563.0,74.27044291555198,232650.0
sacramento20200222,2020-02-22,25,"Sacramento, CA",38.5810606,-121.493895,533724.0,426563.0,79.92201962062789,107161.0
sanjose20200222,2020-02-22,34,"San Jose, CA",37.3361905,-121.890583,1211327.0,1061875.0,87.6621259164536,149452.0
ventura20200229,2020-02-29,66,"Ventura, CA",34.4458248,-119.0779359,804157.0,599125.0,74.50348625952394,205032.0
bakersfield20200229,2020-02-29,63,"Bakersfield, CA",35.3738712,-119.0194639,272237.0,256250.0,94.12754328030356,15987.0
fresno20200229,2020-02-29,56,"Fresno, CA",36.7394421,-119.7848307,361255.0,290438.0,80.39694952318999,70817.0
stockton20200229,2020-02-29,77,"Stockton, CA",37.9577016,-121.2907796,465468.0,430875.0,92.5681249838872,34593.0
sandiego20200229,2020-02-29,17,"San Diego, CA",32.7174202,-117.1627728,798370.0,604313.0,75.6933502010346,194057.0
sanfrancisco20200229,2020-02-29,11,"San Francisco, CA",37.7790262,-122.419906,942835.0,768500.0,81.50948999559839,174335.0
losangeles-longbeach-anaheim20200229,2020-02-29,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,916512.0,667750.0,72.85774763450998,248762.0
riverside20200229,2020-02-29,13,"Riverside, CA",33.9533546,-117.3961623,422483.0,391938.0,92.7701232949018,30545.0
sacramento20200229,2020-02-29,25,"Sacramento, CA",38.5810606,-121.493895,536477.0,427813.0,79.74489120689238,108664.0
sanjose20200229,2020-02-29,34,"San Jose, CA",37.3361905,-121.890583,1224230.0,1086625.0,88.7598735531722,137605.0
ventura20200307,2020-03-07,66,"Ventura, CA",34.4458248,-119.0779359,816687.0,594125.0,72.7481887185666,222562.0
bakersfield20200307,2020-03-07,63,"Bakersfield, CA",35.3738712,-119.0194639,274751.0,252500.0,91.90139435343274,22251.0
fresno20200307,2020-03-07,56,"Fresno, CA",36.7394421,-119.7848307,366510.0,291063.0,79.41474993861013,75447.0
stockton20200307,2020-03-07,77,"Stockton, CA",37.9577016,-121.2907796,465721.0,429750.0,92.27627699846045,35971.0
sandiego20200307,2020-03-07,17,"San Diego, CA",32.7174202,-117.1627728,811123.0,608750.0,75.05026981111372,202373.0
sanfrancisco20200307,2020-03-07,11,"San Francisco, CA",37.7790262,-122.419906,955362.0,801250.0,83.86873248046291,154112.0
losangeles-longbeach-anaheim20200307,2020-03-07,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,929350.0,675125.0,72.64485931027062,254225.0
riverside20200307,2020-03-07,13,"Riverside, CA",33.9533546,-117.3961623,424228.0,391938.0,92.38852692420114,32290.0
sacramento20200307,2020-03-07,25,"Sacramento, CA",38.5810606,-121.493895,537746.0,428563.0,79.69617626165513,109183.0
sanjose20200307,2020-03-07,34,"San Jose, CA",37.3361905,-121.890583,1233262.0,1101750.0,89.33624809651153,131512.0
ventura20200314,2020-03-14,66,"Ventura, CA",34.4458248,-119.0779359,831209.0,598875.0,72.04866646054121,232334.0
bakersfield20200314,2020-03-14,63,"Bakersfield, CA",35.3738712,-119.0194639,277491.0,250000.0,90.09301202561524,27491.0
fresno20200314,2020-03-14,56,"Fresno, CA",36.7394421,-119.7848307,371752.0,294813.0,79.30367556865868,76939.0
stockton20200314,2020-03-14,77,"Stockton, CA",37.9577016,-121.2907796,465721.0,433625.0,93.10832021746926,32096.0
sandiego20200314,2020-03-14,17,"San Diego, CA",32.7174202,-117.1627728,821279.0,608750.0,74.1221923365872,212529.0
riverside20200314,2020-03-14,13,"Riverside, CA",33.9533546,-117.3961623,425250.0,389688.0,91.6373897707231,35562.0
sanfrancisco20200314,2020-03-14,11,"San Francisco, CA",37.7790262,-122.419906,961753.0,818750.0,85.13100557003722,143003.0
losangeles-longbeach-anaheim20200314,2020-03-14,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,942161.0,680125.0,72.18776833258859,262036.0
sacramento20200314,2020-03-14,25,"Sacramento, CA",38.5810606,-121.493895,539269.0,434438.0,80.56053657821978,104831.0
sanjose20200314,2020-03-14,34,"San Jose, CA",37.3361905,-121.890583,1247166.0,1098875.0,88.10976245343443,148291.0
sanjose20200321,2020-03-21,34,"San Jose, CA",37.3361905,-121.890583,1257488.0,1104500.0,87.83384016388229,152988.0
losangeles-longbeach-anaheim20200321,2020-03-21,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,948823.0,688125.0,72.52406402458625,260698.0
sanfrancisco20200321,2020-03-21,11,"San Francisco, CA",37.7790262,-122.419906,967889.0,827500.0,85.49534089136255,140389.0
sacramento20200321,2020-03-21,25,"Sacramento, CA",38.5810606,-121.493895,540672.0,434375.0,80.33983635179925,106297.0
sandiego20200321,2020-03-21,17,"San Diego, CA",32.7174202,-117.1627728,826733.0,617500.0,74.69158724763618,209233.0
riverside20200321,2020-03-21,13,"Riverside, CA",33.9533546,-117.3961623,426247.0,393188.0,92.24416828740144,33059.0
fresno20200321,2020-03-21,56,"Fresno, CA",36.7394421,-119.7848307,374786.0,293438.0,78.29481357361267,81348.0
stockton20200321,2020-03-21,77,"Stockton, CA",37.9577016,-121.2907796,468408.0,425125.0,90.75955150210928,43283.0
bakersfield20200321,2020-03-21,63,"Bakersfield, CA",35.3738712,-119.0194639,279979.0,249375.0,89.06918018851414,30604.0
ventura20200321,2020-03-21,66,"Ventura, CA",34.4458248,-119.0779359,837326.0,588250.0,70.25340190081283,249076.0
ventura20200328,2020-03-28,66,"Ventura, CA",34.4458248,-119.0779359,831344.0,598500.0,71.99185896572298,232844.0
bakersfield20200328,2020-03-28,63,"Bakersfield, CA",35.3738712,-119.0194639,280608.0,253125.0,90.205910023948,27483.0
fresno20200328,2020-03-28,56,"Fresno, CA",36.7394421,-119.7848307,374786.0,294000.0,78.44476581302396,80786.0
stockton20200328,2020-03-28,77,"Stockton, CA",37.9577016,-121.2907796,470394.0,424375.0,90.21692453560208,46019.0
sandiego20200328,2020-03-28,17,"San Diego, CA",32.7174202,-117.1627728,823097.0,606250.0,73.65474543097594,216847.0
riverside20200328,2020-03-28,13,"Riverside, CA",33.9533546,-117.3961623,426247.0,394500.0,92.5519710402654,31747.0
sanfrancisco20200328,2020-03-28,11,"San Francisco, CA",37.7790262,-122.419906,957663.0,832500.0,86.93037112220061,125163.0
losangeles-longbeach-anaheim20200328,2020-03-28,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,942930.0,689875.0,73.16290710869312,253055.0
sacramento20200328,2020-03-28,25,"Sacramento, CA",38.5810606,-121.493895,541368.0,437250.0,80.76761094117126,104118.0
sanjose20200328,2020-03-28,34,"San Jose, CA",37.3361905,-121.890583,1256456.0,1114500.0,88.70187256855792,141956.0
ventura20200404,2020-04-04,66,"Ventura, CA",34.4458248,-119.0779359,818815.0,605750.0,73.97885969358158,213065.0
fresno20200404,2020-04-04,56,"Fresno, CA",36.7394421,-119.7848307,372934.0,293875.0,78.80080657703508,79059.0
bakersfield20200404,2020-04-04,63,"Bakersfield, CA",35.3738712,-119.0194639,279351.0,258125.0,92.40167387981428,21226.0
stockton20200404,2020-04-04,77,"Stockton, CA",37.9577016,-121.2907796,471711.0,424500.0,89.99154143108811,47211.0
sandiego20200404,2020-04-04,17,"San Diego, CA",32.7174202,-117.1627728,814266.0,605375.0,74.34609820378107,208891.0
riverside20200404,2020-04-04,13,"Riverside, CA",33.9533546,-117.3961623,425748.0,395438.0,92.88076514745812,30310.0
sanfrancisco20200404,2020-04-04,11,"San Francisco, CA",37.7790262,-122.419906,943027.0,829438.0,87.9548517698857,113589.0
sacramento20200404,2020-04-04,25,"Sacramento, CA",38.5810606,-121.493895,540807.0,442250.0,81.77593855109124,98557.0
losangeles-longbeach-anaheim20200404,2020-04-04,2,"Los Angeles-Long Beach-Anaheim, CA",33.782237,-118.1519248,930118.0,683750.0,73.51217802472374,246368.0
sanjose20200404,2020-04-04,34,"San Jose, CA",37.3361905,-121.890583,1247424.0,1139750.0,91.36829177569136,107674.0
ventura20200411,2020-04-11,66,"Ventura, CA",34.4458248,-119.0779359,796949.0,611000.0,76.66739025960257,185949.0
bakersfield20200411,2020-04-11,63,"Bakersfield, CA",35.3738712,-119.0194639,278094.0,262125.0,94.2576970376923,15969.0
fresno20200411,2020-04-11,56,"Fresno, CA",36.7394421,-119.7848307,370293.0,297375.0,80.30802634670383,72918.0
stockton20200411,2020-04-11,77,"Stockton, CA",37.9577016,-121.2907796,471626.0,427000.0,90.53784142519709,44626.0
