,date,size_rank,region_name,latitude,longitude,list_price,sale_price,list_divided_by_sale,list_minus_sale
50,2018-10-20,36.4,California,36.7014631,-118.755997,607587.8,534955.4,88.04577708769004,72632.40000000002
51,2018-10-27,36.4,California,36.7014631,-118.755997,607188.9,537300.0,88.48975994126374,69888.90000000002
52,2018-11-03,36.4,California,36.7014631,-118.755997,606747.4,539743.8,88.95692012854114,67003.59999999998
53,2018-11-10,36.4,California,36.7014631,-118.755997,605317.0,539719.1,89.1630501043255,65597.90000000002
54,2018-11-17,36.4,California,36.7014631,-118.755997,602940.4,535012.8,88.73394451590903,67927.59999999998
55,2018-11-24,36.4,California,36.7014631,-118.755997,597700.4,536717.9,89.79714586103673,60982.5
56,2018-12-01,36.4,California,36.7014631,-118.755997,593216.2,534936.4,90.17562231105624,58279.79999999993
57,2018-12-08,36.4,California,36.7014631,-118.755997,589088.3,533729.9,90.60269911997912,55358.40000000002
58,2018-12-15,36.4,California,36.7014631,-118.755997,585611.0,534542.0,91.27936462942124,51069.0
59,2018-12-22,36.4,California,36.7014631,-118.755997,584646.6,528236.9,90.35148754820436,56409.69999999995
60,2018-12-29,36.4,California,36.7014631,-118.755997,582807.9,522712.1,89.68857491465026,60095.80000000005
61,2019-01-05,36.4,California,36.7014631,-118.755997,580636.9,516743.5,88.99598010391692,63893.40000000002
62,2019-01-12,36.4,California,36.7014631,-118.755997,579302.4,515820.7,89.04169911949269,63481.70000000001
63,2019-01-19,36.4,California,36.7014631,-118.755997,579421.3,511401.9,88.26080435772727,68019.40000000002
64,2019-01-26,36.4,California,36.7014631,-118.755997,581092.3,507725.5,87.37432934492506,73366.80000000005
65,2019-02-02,36.4,California,36.7014631,-118.755997,585068.4,511394.2,87.40759200120874,73674.20000000001
66,2019-02-09,36.4,California,36.7014631,-118.755997,589752.2,508454.9,86.21500691307298,81297.29999999993
67,2019-02-16,36.4,California,36.7014631,-118.755997,594426.8,512203.2,86.16758194617066,82223.60000000003
68,2019-02-23,36.4,California,36.7014631,-118.755997,599143.1,519379.6,86.68707025082989,79763.5
69,2019-03-02,36.4,California,36.7014631,-118.755997,603554.7,522798.4,86.6198871452745,80756.29999999993
70,2019-03-09,36.4,California,36.7014631,-118.755997,607323.2,531048.4,87.44082228375272,76274.79999999993
71,2019-03-16,36.4,California,36.7014631,-118.755997,611427.4,536031.5,87.6688712347533,75395.90000000002
72,2019-03-23,36.4,California,36.7014631,-118.755997,616782.4,541475.2,87.79031308286356,75307.20000000007
73,2019-03-30,36.4,California,36.7014631,-118.755997,622173.4,542941.3,87.265270421397,79232.09999999998
74,2019-04-06,36.4,California,36.7014631,-118.755997,627763.1,539041.4,85.86700938618407,88721.69999999995
75,2019-04-13,36.4,California,36.7014631,-118.755997,633136.4,543741.4,85.88060961271536,89395.0
76,2019-04-20,36.4,California,36.7014631,-118.755997,636143.1,542415.2,85.26622390465289,93727.90000000002
77,2019-04-27,36.4,California,36.7014631,-118.755997,638354.2,544630.3,85.31788464773946,93723.8999999999
78,2019-05-04,36.4,California,36.7014631,-118.755997,641060.6,551899.0,86.09154891128857,89161.59999999998
79,2019-05-11,36.4,California,36.7014631,-118.755997,643683.7,551761.5,85.71935253292884,91922.19999999995
80,2019-05-18,36.4,California,36.7014631,-118.755997,647307.9,550343.9,85.02042073022746,96964.0
81,2019-05-25,36.4,California,36.7014631,-118.755997,651832.3,551081.3,84.54341707215184,100751.0
82,2019-06-01,36.4,California,36.7014631,-118.755997,655232.8,549853.2,83.91722758689735,105379.6000000001
83,2019-06-08,36.4,California,36.7014631,-118.755997,657348.2,553182.0,84.15357340295448,104166.19999999995
84,2019-06-15,36.4,California,36.7014631,-118.755997,657825.6,558700.7,84.93143167429179,99124.90000000002
85,2019-06-22,36.4,California,36.7014631,-118.755997,656878.0,558969.4,85.09485779703385,97908.59999999998
86,2019-06-29,36.4,California,36.7014631,-118.755997,655834.0,557491.4,85.00495552228156,98342.59999999998
87,2019-07-06,36.4,California,36.7014631,-118.755997,654804.2,553224.4,84.48699626544852,101579.79999999992
88,2019-07-13,36.4,California,36.7014631,-118.755997,654280.8,553111.9,84.53738822841814,101168.90000000002
89,2019-07-20,36.4,California,36.7014631,-118.755997,653508.1,552065.6,84.47723907324178,101442.5
90,2019-07-27,36.4,California,36.7014631,-118.755997,652700.0,551171.8,84.44489045503295,101528.19999999995
91,2019-08-03,36.4,California,36.7014631,-118.755997,652214.7,550441.3,84.39572122492794,101773.3999999999
92,2019-08-10,36.4,California,36.7014631,-118.755997,651778.7,545613.9,83.71152662705916,106164.79999999992
93,2019-08-17,36.4,California,36.7014631,-118.755997,651462.6,542235.2,83.23351179330939,109227.40000000002
94,2019-08-24,36.4,California,36.7014631,-118.755997,650707.7,542416.5,83.35793475319257,108291.19999999995
95,2019-08-31,36.4,California,36.7014631,-118.755997,650150.9,540441.5,83.12554823810902,109709.40000000002
96,2019-09-07,36.4,California,36.7014631,-118.755997,649906.1,538900.2,82.91970178461166,111005.90000000002
97,2019-09-14,36.4,California,36.7014631,-118.755997,650151.5,539793.7,83.0258332096442,110357.80000000005
98,2019-09-21,36.4,California,36.7014631,-118.755997,650128.7,537968.7,82.74803127442306,112160.0
99,2019-09-28,36.4,California,36.7014631,-118.755997,649994.0,535837.4,82.43728403646803,114156.59999999998
100,2019-10-05,36.4,California,36.7014631,-118.755997,649540.3,538181.2,82.85570579685356,111359.1000000001
101,2019-10-12,36.4,California,36.7014631,-118.755997,648543.8,540368.8,83.32032470281884,108175.0
102,2019-10-19,36.4,California,36.7014631,-118.755997,647957.3,542456.3,83.71790857206177,105501.0
103,2019-10-26,36.4,California,36.7014631,-118.755997,647735.9,543606.3,83.92406534823839,104129.59999999998
104,2019-11-02,36.4,California,36.7014631,-118.755997,647774.8,542475.1,83.74439697252811,105299.70000000008
105,2019-11-09,36.4,California,36.7014631,-118.755997,647475.3,545412.6,84.23681953581857,102062.70000000008
106,2019-11-16,36.4,California,36.7014631,-118.755997,647090.6,547131.4,84.55251861176781,99959.19999999995
107,2019-11-23,36.4,California,36.7014631,-118.755997,646073.0,548506.8,84.89857957227744,97566.19999999995
108,2019-11-30,36.4,California,36.7014631,-118.755997,643976.5,549169.4,85.27786340029489,94807.09999999998
109,2019-12-07,36.4,California,36.7014631,-118.755997,642251.1,545881.8,84.99507435643163,96369.29999999992
110,2019-12-14,36.4,California,36.7014631,-118.755997,640328.7,544566.4,85.044821511202,95762.29999999992
111,2019-12-21,36.4,California,36.7014631,-118.755997,638080.4,545799.5,85.53773160874397,92280.90000000002
112,2019-12-28,36.4,California,36.7014631,-118.755997,636455.7,541515.3,85.08295235630699,94940.3999999999
113,2020-01-04,36.4,California,36.7014631,-118.755997,634585.3,540890.3,85.23523945480616,93695.0
114,2020-01-11,36.4,California,36.7014631,-118.755997,633704.3,538386.8,84.9586786771054,95317.5
115,2020-01-18,36.4,California,36.7014631,-118.755997,635557.2,534072.2,84.03212173506964,101485.0
116,2020-01-25,36.4,California,36.7014631,-118.755997,639436.3,534800.2,83.63619644364887,104636.1000000001
117,2020-02-01,36.4,California,36.7014631,-118.755997,646303.1,531322.6,82.20950820133773,114980.5
118,2020-02-08,36.4,California,36.7014631,-118.755997,654103.0,532266.4,81.37348399258221,121836.59999999998
119,2020-02-15,36.4,California,36.7014631,-118.755997,661550.3,536710.1,81.12914467728304,124840.20000000008
120,2020-02-22,36.4,California,36.7014631,-118.755997,667833.1,546310.1,81.80338770270596,121523.0
121,2020-02-29,36.4,California,36.7014631,-118.755997,674402.4,552362.7,81.90402347322606,122039.70000000008
122,2020-03-07,36.4,California,36.7014631,-118.755997,681474.0,557481.4,81.80523394876401,123992.59999999998
123,2020-03-14,36.4,California,36.7014631,-118.755997,688305.1,560793.9,81.47461060509359,127511.19999999995
124,2020-03-21,36.4,California,36.7014631,-118.755997,692835.1,562137.6,81.13584314651496,130697.5
125,2020-03-28,36.4,California,36.7014631,-118.755997,690489.3,564487.5,81.75180991218835,126001.80000000005
126,2020-04-04,36.4,California,36.7014631,-118.755997,684420.1,567825.1,82.96441030881472,116595.0
127,2020-04-11,36.4,California,36.7014631,-118.755997,675053.1,571012.6,84.58780501859779,104040.5
128,2020-04-18,36.4,California,36.7014631,-118.755997,666891.6,569800.1,85.4411871434578,97091.5
129,2020-04-25,36.4,California,36.7014631,-118.755997,663000.7,568564.4,85.75622921665091,94436.29999999992
130,2020-05-02,36.4,California,36.7014631,-118.755997,662002.4,563126.8,85.06416290937918,98875.59999999998
131,2020-05-09,36.4,California,36.7014631,-118.755997,664522.6,563820.6,84.84596310193211,100702.0
132,2020-05-16,36.4,California,36.7014631,-118.755997,668660.7,562219.4,84.08141827387195,106441.29999999992
133,2020-05-23,36.4,California,36.7014631,-118.755997,674047.8,562686.1,83.47866427277116,111361.70000000008
134,2020-05-30,36.4,California,36.7014631,-118.755997,679658.8,565761.1,83.24192962704227,113897.70000000008
135,2020-06-06,36.4,California,36.7014631,-118.755997,684633.4,562729.8,82.19432472911781,121903.59999999998
136,2020-06-13,36.4,California,36.7014631,-118.755997,690821.1,567662.4,82.17212821090729,123158.69999999995
137,2020-06-20,36.4,California,36.7014631,-118.755997,698258.7,571762.6,81.88406388635043,126496.09999999998
138,2020-06-27,36.4,California,36.7014631,-118.755997,706235.6,574400.1,81.33264593288698,131835.5
139,2020-07-04,36.4,California,36.7014631,-118.755997,713266.8,580775.1,81.42466465563797,132491.70000000007
140,2020-07-11,36.4,California,36.7014631,-118.755997,718015.7,581275.1,80.95576461628903,136740.59999999998
141,2020-07-18,36.4,California,36.7014631,-118.755997,720947.0,585262.6,81.17969836895084,135684.40000000002
142,2020-07-25,36.4,California,36.7014631,-118.755997,723047.8,588781.3,81.43048080638651,134266.5
143,2020-08-01,36.4,California,36.7014631,-118.755997,725129.9,588406.3,81.14495071848506,136723.59999999998
144,2020-08-08,36.4,California,36.7014631,-118.755997,728114.2,589625.0,80.97974191411183,138489.19999999995
145,2020-08-15,36.4,California,36.7014631,-118.755997,729704.2,592203.3,81.15662483510442,137500.8999999999
146,2020-08-22,36.4,California,36.7014631,-118.755997,729313.8,592603.2,81.25490015409004,136710.6000000001
147,2020-08-29,36.4,California,36.7014631,-118.755997,729154.8,596584.5,81.81863439697578,132570.30000000005
148,2020-09-05,36.4,California,36.7014631,-118.755997,728570.2,600490.6,82.42041741482153,128079.59999999998
149,2020-09-12,36.4,California,36.7014631,-118.755997,728004.5,600262.7,82.45315791317223,127741.80000000005
150,2020-09-19,36.4,California,36.7014631,-118.755997,728430.5,603718.9,82.87940990938738,124711.59999999998
151,2020-09-26,36.4,California,36.7014631,-118.755997,728060.6,603468.9,82.88717999573113,124591.69999999995
152,2020-10-03,36.4,California,36.7014631,-118.755997,727718.5,602931.3,82.8522704864587,124787.19999999995
153,2020-10-10,36.4,California,36.7014631,-118.755997,727175.5,604709.1,83.1586185178131,122466.40000000002
154,2020-10-17,36.4,California,36.7014631,-118.755997,725686.4,603871.6,83.21385105191443,121814.80000000005
155,2020-10-24,36.4,California,36.7014631,-118.755997,724594.2,607077.9,83.78177744177361,117516.29999999992
156,2020-10-31,36.4,California,36.7014631,-118.755997,723247.8,608359.1,84.11489118943742,114888.70000000008
157,2020-11-07,36.4,California,36.7014631,-118.755997,723224.9,604732.5,83.61610613793854,118492.40000000002
158,2020-11-14,36.4,California,36.7014631,-118.755997,723552.3,608313.8,84.07323147200279,115238.5
159,2020-11-21,36.4,California,36.7014631,-118.755997,724490.1,606988.8,83.78151751141942,117501.29999999992
160,2020-11-28,36.4,California,36.7014631,-118.755997,724460.5,606926.3,83.77631354642524,117534.19999999995
161,2020-12-05,36.4,California,36.7014631,-118.755997,724017.0,608618.8,84.06139634842829,115398.19999999995
162,2020-12-12,36.4,California,36.7014631,-118.755997,723032.4,605762.6,83.78083748390804,117269.80000000005
163,2020-12-19,36.4,California,36.7014631,-118.755997,721351.5,603400.1,83.64855413761529,117951.40000000002
164,2020-12-26,36.4,California,36.7014631,-118.755997,721324.9,598081.4,82.91428730659374,123243.5
165,2021-01-02,36.4,California,36.7014631,-118.755997,722173.1,596706.4,82.62650602743304,125466.69999999995
166,2021-01-09,36.4,California,36.7014631,-118.755997,704342.7777777778,599031.3,85.04826327458932,105311.4777777777
167,2021-01-16,36.4,California,36.7014631,-118.755997,702970.0,596512.6,84.85605360114941,106457.40000000002
168,2021-01-23,36.4,California,36.7014631,-118.755997,701538.3333333334,597500.1,85.16998595942725,104038.2333333334
169,2021-01-30,36.4,California,36.7014631,-118.755997,699723.3333333334,596431.4,85.23817508824916,103291.93333333336
170,2021-02-06,36.4,California,36.7014631,-118.755997,700672.3333333334,593762.7,84.74185032756633,106909.63333333342
171,2021-02-13,36.4,California,36.7014631,-118.755997,701842.6666666666,599106.5,85.36193771823505,102736.16666666664
172,2021-02-20,36.4,California,36.7014631,-118.755997,703575.8888888889,609219.0,86.588953604152,94356.88888888888
173,2021-02-27,36.4,California,36.7014631,-118.755997,704994.4444444445,614350.2,87.14255904301845,90644.24444444454
174,2021-03-06,36.4,California,36.7014631,-118.755997,706111.5555555555,621825.2,88.06330885078908,84286.35555555555
175,2021-03-13,36.4,California,36.7014631,-118.755997,705883.2222222222,631081.5,89.403102401735,74801.72222222225
176,2021-03-20,36.4,California,36.7014631,-118.755997,705535.8888888889,634161.1,89.8836062044564,71374.7888888889
177,2021-03-27,36.4,California,36.7014631,-118.755997,705526.0,644586.1,91.36248699551824,60939.90000000002
178,2021-04-03,36.4,California,36.7014631,-118.755997,707214.7777777778,653804.8,92.44784194900404,53409.977777777705
179,2021-04-10,36.4,California,36.7014631,-118.755997,710960.7777777778,659839.1,92.80949394457924,51121.677777777775
180,2021-04-17,36.4,California,36.7014631,-118.755997,714652.5555555555,667150.7,93.35315389467422,47501.85555555555
181,2021-04-24,36.4,California,36.7014631,-118.755997,718772.2222222222,670775.6,93.32241553884325,47996.62222222227
182,2021-05-01,36.4,California,36.7014631,-118.755997,721707.6666666666,672663.2,93.20438607875856,49044.466666666674
183,2021-05-08,36.4,California,36.7014631,-118.755997,724127.4444444445,676422.7,93.41210655521502,47704.74444444454
184,2021-05-15,36.4,California,36.7014631,-118.755997,727141.0,679562.7,93.45679861264873,47578.30000000005
185,2021-05-22,36.4,California,36.7014631,-118.755997,728143.7777777778,687237.6,94.38212904838392,40906.177777777775
