,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
19,2017-11-11,536807.8615858676,178916.03514538327,829816.3715263794,536807.8615858676,536807.8615858676,-19949.92546054333,-19949.92546054333,-19949.92546054333,-19182.605729960556,-19182.605729960556,-19182.605729960556,-767.3197305827726,-767.3197305827726,-767.3197305827726,0.0,0.0,0.0,516857.9361253243
20,2017-11-18,537161.0734740032,165225.21457463683,842052.5489278851,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
21,2017-11-18,537161.0734740032,180740.28940555852,844440.9590286895,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
22,2017-11-18,537161.0734740032,195349.98931736784,842887.4308925753,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
23,2017-11-18,537161.0734740032,200729.51863731147,830957.3366400761,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
24,2017-11-18,537161.0734740032,185129.51780230168,821615.7911979486,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
25,2017-11-18,537161.0734740032,203152.61796474946,835635.0932651216,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
26,2017-11-18,537161.0734740032,198312.8140841509,846875.3844484724,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
27,2017-11-18,537161.0734740032,185370.23518674742,835825.6539749306,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
28,2017-11-18,537161.0734740032,211282.7835275883,842088.6735417612,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
29,2017-11-18,537161.0734740032,201263.8499125414,852451.4943860377,537161.0734740032,537161.0734740032,-19735.33082496297,-19735.33082496297,-19735.33082496297,-19182.605729960556,-19182.605729960556,-19182.605729960556,-552.7250950024129,-552.7250950024129,-552.7250950024129,0.0,0.0,0.0,517425.74264904024
30,2017-11-25,537514.2853621388,212573.944833375,837162.7417132765,537514.2853621388,537514.2853621388,-19811.653792280216,-19811.653792280216,-19811.653792280216,-19182.605729960556,-19182.605729960556,-19182.605729960556,-629.048062319659,-629.048062319659,-629.048062319659,0.0,0.0,0.0,517702.6315698585
